duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0.0,0,1,2,0.0,0.0,0,0.0,0.0,0.4481409001956947,0.019569471624266144,0.0,0.0,1.0,1.0,0.04,0.06,0.0,1.0,0.0392156862745098,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0,1,2,0.0,0.0,0,0.0,0.0,0.26614481409001955,0.0019569471624266144,0.0,0.0,1.0,1.0,0.01,0.06,0.0,1.0,0.00392156862745098,0.0,0.06,0.0,0.0,0.0,0.0,1.0,1.0
3.3333333333333335e-05,0,4,0,0.44974315806340476,0.0,0,0.0,0.0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5254901960784314,0.33725490196078434,0.61,0.04,0.61,0.02,0.0,0.0,0.0,0.0
0.0,2,6,0,0.14456601630504828,0.0,0,0.0,0.0,0.0019569471624266144,0.12720156555772993,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.011764705882352941,0.2235294117647059,1.0,0.0,1.0,0.28,0.0,0.0,0.0,0.0
1.6666666666666667e-05,0,7,4,0.0,0.13165352354119242,0,0.0,0.0,0.0019569471624266144,0.015655577299412915,0.0,0.12,1.0,0.5,1.0,0.0,0.75,0.11372549019607843,0.33725490196078434,0.31,0.17,0.03,0.02,0.0,0.0,0.83,0.71
0.0,0,0,0,0.2654822657803225,0.4550392191420808,0,0.0,0.0,0.007827788649706457,0.007827788649706457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6078431372549019,1.0,1.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0
0.0,0,3,0,0.32908741513030443,0.2830522069552715,0,0.0,0.0,0.0019569471624266144,0.005870841487279843,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.10980392156862745,0.11,0.72,0.0,0.0,0.0,0.0,0.72,0.04
0.0,0,7,0,0.23112986654686338,0.24524454938050297,0,0.0,0.0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02
0.0,0,0,0,0.27507529239668166,0.2919536926071591,0,0.0,0.0,0.06457925636007827,0.09197651663405088,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.592156862745098,1.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0
0.0,0,9,0,0.15649942342544995,0.24039211766746052,0,0.0,0.0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20392156862745098,0.10196078431372549,0.5,0.08,0.02,0.0,0.0,0.0,0.0,0.0
0.0,0,7,0,0.0,0.0,0,0.0,0.0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5019607843137255,0.5,0.01,0.0,0.0,0.0,0.0,0.66,0.32
